atoms,coordinates,total_energy,forces
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.546674, -1.906423, 0.629615], [2.006208, -0.542133, 0.100632], [-2.006361, 0.542244, -0.100594], [0.546827, 1.906312, -0.629653], [-5.761361, 4.15135, -0.308052], [-6.851163, 3.907169, -3.030371], [-5.254228, 1.253169, -0.251316], [-6.34403, 1.009305, -2.973853], [-5.954751, -4.678514, 1.519862], [-5.684534, -3.325673, 4.118923], [-3.125172, -4.120265, 0.935315], [-2.855209, -2.767516, 3.534649], [5.223653, -1.281657, -1.000613], [7.428761, -2.010921, 0.664895]]",[-81777.46970849749],"[[0.45064721831768995, 0.46353647410422444, -0.18005342521796755], [-0.5997199132239334, -0.1500525428612591, -0.019443741836248668], [-0.0740312539585984, 0.06301885309256339, -0.1803405661773382], [-0.3456294233510191, -0.24750645668937946, 0.2390977105862051], [-0.001043580495317272, -0.08033575665231604, -0.08082766038034964], [0.011637261554052269, -0.05334574060167315, 0.08019506580975909], [0.16426504333036615, 0.045093538771889215, -0.04656411288904137], [0.06881047184488367, 0.057284004329345016, 0.0936922335629268], [0.19591220394893905, -0.05175268420459174, -0.042253728053457326], [0.04267517323161098, 0.026536637753619412, 0.03417877303113304], [-0.20812345945801977, 0.10496087071129417, -0.00013625039068294322], [-0.10933190276168513, -0.040375001368824395, 0.09507296814388332], [-0.5251157143209747, 0.12179080706380471, -0.519562642651484], [0.9349934929741832, -0.2620919730107921, 0.5251254845183745]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.756365, 0.859101, 1.737692], [-0.074362, -1.850844, 0.947498], [0.07441, 1.850966, -0.947639], [-0.756413, -0.859223, -1.737551], [-2.527079, -0.343959, -4.659084], [-1.864336, -2.276666, -6.776565], [-3.492805, -2.541093, -2.956194], [-2.829799, -4.473693, -5.073936], [4.687269, 0.016576, 0.732411], [3.244957, -1.03742, 3.070603], [6.979653, 0.690109, 2.450312], [5.537059, -0.364139, 4.788438], [-1.788812, 0.297203, 6.391478], [0.729431, 0.792091, 5.133788]]",[-81777.62151734524],"[[-0.3316208114750182, 0.20857921345567418, -0.26436446950389153], [-0.09356331837934115, 0.16176464412739378, -0.6460830994323435], [0.2824017451445581, -0.5406369584428293, 0.19344414924156916], [-0.18806832952174726, 0.11860145467787248, 0.4402545050772594], [0.08572664304497025, -0.10844404892850217, 0.11618888440731506], [0.02740395360342617, 0.11546403860443386, 0.03615724314679951], [0.1524642389562597, -0.047621649340012874, -0.13358580074156284], [-0.05734087716263011, 0.026760159301289957, 0.1644465633136359], [0.08467290154435721, -0.147935803883549, 0.05733599206393022], [0.3679056276888132, 0.25958838563814196, 0.03584717821900346], [0.06969847994434136, 0.1472065357807921, -0.08331931782775377], [-0.3041164202423222, -0.15415782554237578, -0.24515374173341867], [-0.6912034136873173, -0.014120506347274265, 0.29830700944631594], [0.5926920559679902, -0.02175580248660804, 0.01101431376784171]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.471313, -1.929499, 0.620171], [-0.700768, 0.442164, 1.908486], [0.700756, -0.442174, -1.908678], [-0.471301, 1.92951, -0.619979], [-5.696422, -4.71228, -1.6536], [-4.803922, -2.119596, -2.721189], [-3.047241, -5.124467, -0.440422], [-2.155013, -2.531524, -1.508098], [1.185044, 4.844442, -0.043944], [-0.476244, 6.134852, 2.013549], [-0.877938, 5.410839, -2.064627], [-2.539047, 6.701378, -0.006819], [3.173574, 0.749237, 0.039737], [5.449582, 0.565552, 1.758542]]",[-81777.50539415881],"[[-0.39166083422456904, -0.1381533166038727, -0.14069547054520629], [-0.12105259151711327, 0.03936571426638038, -0.2141633440684779], [-0.13325397398461106, 0.33851250303246316, 0.583573890689408], [0.22989418463560374, -0.37697237087581753, 0.09851248900534174], [0.0034940287927518396, -0.025266800055359653, 0.008145079328608988], [0.4569640623133863, -0.09437218787986054, 0.2210678911488173], [0.011476927472512569, 0.3527898981811414, -0.13332308527569167], [-0.29425731404619493, -0.13237419341980583, -0.021092966583960555], [-0.11808851931438356, 0.13295567443136802, 0.02289987717549588], [0.02996564279735016, -0.01984223733493112, -0.08065539637356389], [0.03171233297743868, -0.1612195185345771, 0.13818170159842366], [0.032163659533008204, -0.040461822428244414, 0.008127621528518312], [0.11351467853480961, 0.004912205341248935, -0.9018961779510236], [0.1480103144942453, 0.13295670287319958, 0.41129044635303497]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.265611, 1.391868, -1.523768], [0.351718, -1.483134, -1.416161], [-0.351804, 1.483212, 1.416315], [0.265697, -1.391946, 1.523614], [6.216443, -2.812242, 2.506709], [6.623067, -2.313533, 5.377991], [3.484512, -1.736935, 2.707021], [3.891499, -1.238194, 5.578427], [-0.684109, 4.003156, -3.936869], [0.472703, 1.45004, -4.832244], [0.433152, 5.340737, -6.308043], [1.589805, 2.787297, -7.203281], [-3.582403, 1.132874, -0.807617], [-5.758705, 1.42555, 1.021671]]",[-81777.60739268163],"[[-0.020473870312409177, -0.043411882111019186, 0.2831266423695309], [0.09513832562227875, 0.052836610472960975, 0.18890285864596398], [0.2855211120638529, 0.21635073700001597, -0.48414655125280504], [0.09238528968338447, -0.24182071602361793, -0.20382056167896945], [-0.3797294177378549, 0.19395502772139497, -0.0050445539778892256], [0.029104513025160213, -0.01600442666315656, 0.1037951318952246], [0.1581907059185509, -0.136517785559148, 0.07892010647117817], [0.0987559726089628, -0.026103339783357073, -0.15594700579673507], [0.028210591385171083, 0.04964659474204739, -0.03764714168596662], [0.04118013248328608, 0.044698246869512064, -0.027550629977442793], [-0.07599352097320869, -0.026818240553727127, 0.21751107649646986], [-0.0010175670876298752, -0.1789672363775689, 0.06992895375879322], [0.30885404038357156, 0.1663631160888335, -0.46602067534834973], [-0.654488040300741, -0.054767355745434065, 0.4406118886137254]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.773923, 0.381947, 1.893376], [-1.238433, -1.663152, -0.170628], [1.238602, 1.663245, 0.170623], [0.773755, -0.382041, -1.893372], [1.538273, 2.717241, -6.01309], [0.856292, -0.088139, -5.444707], [-0.900929, 3.592501, -4.61879], [-1.582622, 0.786865, -4.050413], [3.890976, 5.102529, -2.167763], [4.482711, 2.360124, -3.055107], [4.259315, 6.072797, -4.921445], [4.85092, 3.330104, -5.808568], [-3.052537, 5.082299, -6.734746], [-5.799296, 5.787105, -6.378649]]",[-81777.21486732233],"[[0.1166927694826863, 0.09889429803530718, -0.005550819381879597], [0.3057349305747346, 0.28491361147395233, -0.28755290174627646], [-0.28400863408427396, -0.28404185275543326, 0.012809566971216341], [0.06316134370832557, -0.24163415667537358, 0.40624537352624174], [-0.20940649206497844, 8.198409179784364e-05, 0.34361506575764045], [-0.1567676509562258, 0.10768099651157864, 0.2056397724348102], [0.4928902094384258, -0.8207670298477532, -0.09543456829185867], [0.021452586981410164, 0.4195941885452073, -0.28092618822673204], [0.019145910224038987, 0.19957895903307993, 0.002340642077300169], [0.050616204558629946, -0.07222757267441415, -0.1783745967721343], [0.033106262467094076, -0.06724950283294683, 0.04281472250373491], [-0.13733467690595352, 0.05460820437200065, 0.0033201233928029186], [-0.07241721734815322, 0.3078589200673572, -0.025635321616861387], [-0.2523038293010423, 0.017540569089279628, -0.14179307508993522]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.65954, 1.254014, -0.055592], [0.496643, -0.571212, 1.938032], [-0.496689, 0.571182, -1.938216], [-1.659494, -1.253984, 0.055776], [-5.420112, 0.429029, -4.624497], [-2.636866, 1.369488, -4.458992], [-6.04928, 2.619277, -6.486436], [-3.265767, 3.559481, -6.32082], [4.725685, -1.796904, 1.972444], [3.488081, -3.913883, 0.346083], [4.821953, -0.040835, -0.386965], [3.584147, -2.158084, -2.01314], [-2.47651, 2.462286, 1.273248], [-3.348891, 0.129913, 2.675828]]",[-81777.01909194129],"[[-0.486552230963091, 0.12351329286538755, -0.5526363035125177], [-0.20787833034746822, 0.05836376540829646, 0.156955084480027], [0.46113228563459424, -0.09943407573059974, 0.3081822621791987], [0.04239118444645405, 0.3376275802585002, -0.3315853816539211], [0.07761943608680834, 0.13552040267090426, -0.022190427146833086], [0.01300781456087638, 0.09456548352210163, -0.02067292522890699], [0.09854601620905049, -0.06596616169343873, 0.04071578585412904], [-0.037634111327960795, -0.17248892701431814, 0.17683486508401913], [-0.02357969779499153, -0.03238746904439159, -0.12632716113861842], [0.12027416389480795, -0.19114460472829983, 0.13558925685152698], [0.08353673043094487, -0.12611699905033977, 0.013481576575001314], [0.051549258410309814, 0.09366210021726218, -0.0990337033255747], [-0.030398359697977665, 0.2611983084812609, -0.3020381449891123], [-0.16064847620760522, -0.41019402451641224, 0.6201848772300813]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.63429, 1.277312, 1.515211], [-1.521575, 1.332998, -0.486652], [1.521648, -1.33317, 0.486698], [-0.634363, -1.27714, -1.515257], [0.84867, -0.692013, -6.541148], [2.791255, 0.357242, -4.595964], [-1.330871, 0.647493, -5.086781], [0.612081, 1.696772, -3.14171], [2.289111, 5.349802, 4.994278], [1.380013, 4.496035, 2.329145], [1.299011, 8.069144, 4.460671], [0.389849, 7.215001, 1.795485], [6.288725, -1.888173, -3.977292], [4.594198, -0.684265, -2.015805]]",[-81777.29073080666],"[[0.01807218095642963, -0.06759053414429106, -0.04263956343319332], [0.1007940872086504, -0.14868533229038755, -0.0836157661857], [-0.25328984790704734, 0.5030391305426858, 0.0029301151103353867], [-0.36030811650237077, -0.22850203435031693, 0.299865150243216], [-0.07108389393563146, 0.45670031840568354, 0.23590187901673407], [-0.8349574702395735, 0.05640437803081453, -0.24834792779595924], [0.3407981121589149, -0.31435769542305597, 0.012343687963730287], [0.7025831225534928, -0.04707909999398426, -0.45704685188082655], [-0.07544335601541739, -0.027526826691251415, -0.21296592924399638], [-0.02541764676100324, 0.007408833248024979, 0.08042656806604251], [0.010222804365438999, 0.0517017249118381, 0.03413750166043267], [0.0780861429899688, -0.24808819481139957, 0.06767260380244929], [0.11173958793354263, -0.010236297522269023, -0.40962863861951393], [0.27206137959335386, 0.01763603934450304, 0.7324742701667741]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.601801, -1.989452, -0.098144], [-0.933748, 0.19114, 1.849455], [0.933786, -0.191091, -1.849638], [0.601763, 1.989402, 0.098327], [-3.043592, 0.067403, -1.104907], [-2.422377, 1.843415, -3.367248], [-5.8484, 0.954796, -1.178688], [-5.226874, 2.730723, -3.441239], [-9.193609, 5.112251, 2.94472], [-8.391873, 5.258784, 0.117343], [-6.733577, 3.621084, 3.564815], [-5.931995, 3.767897, 0.737225], [-5.62327, -2.48554, 1.050508], [-4.193005, -0.385967, 2.35985]]",[-81777.531569911],"[[-0.1483478491033622, 0.24134382754632508, 0.07339624254970367], [-0.10646522400040383, 0.2746135608425451, -0.6737142461207788], [0.10285996973779005, -0.06960463462721181, -0.04812696394952997], [-0.10940044840975839, -0.23618243794838276, 0.15399821137011818], [0.08014132972406024, 0.2863995556542771, 0.0768410598865946], [-0.509466943412007, 0.13179780319530984, 0.10242920687664248], [0.7052493580018037, -0.09288876338202308, -0.2999928827186954], [0.369391931823779, -0.15631205122484615, 0.026939493845667666], [0.12840276244306625, -0.01794603228137088, -0.11528061600377572], [0.04619101990359837, -0.11691167332653316, 0.2233345769455684], [-0.0741305500174352, 0.0948293816960791, -0.3455328012409444], [-0.17392242066123356, 0.2085336020604446, 0.3129345890386393], [-0.5045470833782059, -0.5579826583738655, 0.002790714962277026], [0.21264711227621375, 0.0006742099550835892, 0.505686699771754]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.008555, 0.191283, -1.809956], [1.803168, 0.174935, 1.023176], [-1.803336, -0.175019, -1.023221], [-1.008387, -0.191199, 1.810001], [0.401581, -0.279494, 5.172587], [-1.619711, -2.274239, 4.402076], [1.197631, -1.965773, 7.449126], [-0.823781, -3.960515, 6.678249], [-2.493436, 3.127587, -1.583901], [-4.658875, 1.485031, -0.456428], [-4.161991, 3.712216, -3.936345], [-6.327428, 2.069603, -2.808491], [3.525837, -7.465973, 7.628178], [2.629257, -4.959095, 6.588969]]",[-81777.79515477181],"[[-0.29443677714580163, -0.006215347071339995, 0.4204367909378018], [-0.07841262184939649, -0.08888442226667369, -0.29256177342059886], [0.3367592668201168, -0.06658523225394432, 0.45567192799621836], [-0.15709628954349977, -0.0017661956078658273, -0.40753195425751915], [0.13105459970573535, -0.08926474005598338, 0.3485238186196608], [0.1530955993966524, -0.31902486729884366, 0.211687370359005], [-0.15518472471118522, 0.2454833573404326, -0.467551511014622], [-0.43263621936581964, 0.5552655150548925, -0.43190612850959753], [-0.27075047621276005, 0.11396904413599138, -0.0019245828490183883], [0.2248724060162952, -0.012854741278667472, -0.20939996145934806], [0.05198706609800353, -0.03489574611179368, 0.04671581834361431], [0.07551632396336636, 0.0431083992109451, 0.06003652604732353], [0.2201175080522757, -0.34593049969720735, -0.11357504807032198], [0.20276861995156165, 0.019677563228862254, 0.3801125123201098]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.893571, -1.769754, 0.631836], [-1.876942, 0.873343, -0.208007], [1.877118, -0.873394, 0.207948], [0.893395, 1.769805, -0.631777], [1.694664, -3.796284, 7.326984], [2.912338, -3.868386, 4.649226], [-0.939206, -3.291491, 6.115469], [0.278803, -3.363779, 3.437675], [4.117844, 0.00128, 2.56056], [5.059193, 1.32357, 0.106232], [5.94376, -2.248945, 2.048331], [6.885061, -0.926273, -0.406021], [-2.961594, 6.006057, 0.475537], [-4.034503, 3.36948, 0.219474]]",[-81778.0011678556],"[[0.30574434081749335, 0.51276875591222, -0.4749627199632779], [0.5928026134648826, -0.6891845823719713, 0.20548216372412412], [-0.5790544030606318, -0.06220982932576926, -0.03189958652391938], [-0.30506577489703224, -0.38134319723784216, 0.0029753948330742516], [-0.014562772330307776, 0.018942906090908, -0.06244282282270844], [-0.28265875275826413, -0.05947093446205889, 0.10413282077061625], [0.1603172150936608, -0.022283218311085293, -0.047995220550907554], [0.030316099778080596, 0.05264691437713034, 0.15650771228329985], [0.3503971254158415, 0.19014660477495715, -0.022727546319991073], [0.03286839929808247, -0.12914524602335867, 0.24081387147052388], [0.01189225342176845, 0.11829929846776109, -0.0706350819203401], [0.07356747811465787, -0.028363808649236405, -0.049341625743526706], [0.20491394961218903, 0.6797476001256065, 0.10916251839202773], [-0.5783566052779207, -0.20669659926091793, -0.06284556064394607]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.404877, -1.534827, 1.345398], [-1.638033, -1.062453, -0.71899], [1.638199, 1.06255, 0.718974], [-0.405042, 1.53473, -1.345382], [2.15731, 4.508545, -2.972221], [1.931074, 4.440671, -0.039215], [3.625487, 7.053073, -2.799902], [3.399191, 6.984855, 0.133268], [-4.500145, -0.668864, -5.2359], [-3.530808, 0.826032, -2.894109], [-5.00063, 1.865074, -6.646053], [-4.031061, 3.359783, -4.304018], [-1.535179, 2.173483, 1.79391], [-1.599974, 0.332655, 3.979179]]",[-81778.02705349265],"[[0.21635994155440838, 0.4039312765610558, -0.3798012543997891], [-0.22739681933603445, 0.1700534739130086, 0.18237652104917954], [-0.2965569614036474, -0.10109506071065548, -0.4344249882434462], [0.5678202187136216, -0.09900650103913002, -0.15264462765351478], [0.09019193178922337, 0.04909459915779594, 0.018005692192019484], [0.1742315188537079, 0.007069082346761048, 0.06298249767381785], [-0.07541209138373808, -0.06311922901532332, 0.0011631959936410593], [-0.0917761435865534, -0.15458390899318977, 0.005777415970626497], [0.023114029618080945, 0.10025358960407574, 0.09217867571942472], [0.15308809177128205, -0.05323919402792388, -0.006648912436478534], [0.0331076971434491, -0.02954906214905978, -0.02106402108861139], [-0.021766832525251488, -0.1260622345228094, 0.09359057208787741], [-0.43090992832946, 0.03517419159547851, -0.09518465692679039], [-0.11901452833951726, -0.13379025497767633, 0.6316319490362238]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.0332, -1.817232, -1.013055], [-1.604339, 0.622509, -1.169394], [1.604514, -0.622493, 1.169473], [-0.033375, 1.817216, 1.012976], [2.454558, -4.749837, 5.898382], [2.720679, -2.060692, 7.062853], [1.594223, -3.560125, 3.348036], [1.860576, -0.870942, 4.512812], [-1.171691, -0.623161, 6.066844], [-1.3e-05, 2.075853, 6.095166], [-3.654772, 0.442753, 7.232174], [-2.482803, 3.141836, 7.260253], [-3.176895, -1.196899, 1.299922], [-4.982468, -2.307362, -0.617113]]",[-81777.55528352522],"[[0.26217640808516296, 0.2210744731765393, -0.14146417939220338], [0.44833939484767654, 0.23220627613921802, -0.44059625629788574], [-0.08730545552268461, -0.2277739489556663, 0.06700411661193739], [-0.22633736998325626, -0.09668746755315269, -0.19489800603674937], [-0.09734371628586906, 0.06099883906911118, -0.27013623932886277], [0.006572890016289859, 0.1790134134158058, -0.17561415605205283], [0.04242281931719274, -0.0775561869141676, 0.23693258342032028], [-0.06533912070873857, -0.1649428893415452, 0.12948046663835458], [-0.3703922457712427, 0.045546531403225864, 0.05122286182622864], [-0.17121808144306347, 0.31061020765513786, 0.19042145585444067], [0.4299383593311883, -0.28264682283301806, -0.15956717246590646], [0.24249218569544134, -0.028538484352117165, -0.15441221062941135], [-0.22702508903601826, 0.02096532152603689, 1.5100590843911224], [-0.18947220404391382, -0.17788377290802387, -0.6456696658160577]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[1.800108, -0.545479, -0.889819], [0.282311, 1.962124, -0.631882], [-0.282346, -1.962262, 0.632011], [-1.800073, 0.545617, 0.88969], [2.659329, 4.207747, -0.110321], [3.707583, 3.134197, -2.641519], [0.36667, 5.361965, -1.549541], [1.415168, 4.288117, -4.080717], [0.108511, -2.058288, -3.532175], [-2.232384, -2.934104, -1.979285], [0.588248, -4.8365, -4.375532], [-1.752915, -5.712051, -2.822562], [0.497825, -5.282199, 3.102228], [1.928215, -4.487118, 0.759137]]",[-81776.947950912],"[[-0.7944389189599003, 0.3988810101030132, 0.36993170951907156], [-0.22841862771777766, -0.17105224519772494, 0.31112129182333], [0.3430681918137101, 0.9675935563717851, -0.15714411208866713], [0.7249789860983885, -0.3440010913991153, -0.3278400021917577], [-0.07903580617722832, 0.04231296116074584, -0.1340532275540054], [0.011367033320601573, 0.11854237069464955, -0.03929577507962537], [0.14687758866096867, -0.3898633750134657, 0.0959628274386378], [0.05359657756438985, -0.01777876650188649, 0.03242422555545142], [-0.236911911739506, -0.2735933979677324, 0.05265858719191851], [0.20280255853200302, -0.15431574278561133, -0.33039922826749507], [-0.18306717116116147, -0.04010619752731041, 0.035120157261648514], [0.07612536721601426, 0.1848734749720162, -0.12961920344143157], [-0.1057967882319835, -0.10626781459083649, 0.16777562952238512], [0.061653185184439165, -0.21061624819143862, 0.0586286406020139]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.13903, 2.074324, -0.086984], [-1.025102, -0.144314, -1.804784], [1.025136, 0.144274, 1.804969], [0.138997, -2.074284, 0.086798], [2.692796, 3.005407, -4.838006], [2.619255, 2.368481, -1.966207], [4.616683, 5.168388, -4.308829], [4.543029, 4.531108, -1.43693], [6.743476, -2.115044, 3.55523], [3.967985, -1.407002, 2.881704], [5.784888, -3.690342, 5.84857], [3.009325, -2.982193, 5.17468], [-4.033438, 0.784707, -0.79881], [-2.907705, -0.088525, 1.678776]]",[-81777.81173517574],"[[0.1368029210569471, -0.3089186265305933, 0.11619232968745079], [-0.02972116674736164, -0.06837842343144668, 0.798743462245881], [0.20436748704499136, 0.10009382116554341, -0.1809276007747908], [0.007468092066359279, 0.19383372300736287, -0.09406401528503457], [0.17461785302773222, -0.11081815547455937, 0.3118184211188507], [0.18581331653978433, 0.4384142626859634, -0.29691172241344294], [0.0032707674408646785, 0.19017149306728084, -0.1440310159374943], [-0.13348748170246602, -0.3734554597665345, -0.09579123191904255], [-0.22015931421272852, 0.06926242060776129, -0.07109582386087752], [0.15182465098121456, -0.016054054123738334, 0.05789109354251297], [-0.014393413671696165, -0.017699782169222928, 0.04307034172096834], [0.07969637436563722, -0.02793401766561968, -0.013423078803622366], [-0.4123025873815615, 0.16734054720554503, -0.21879560034408424], [-0.13133207331188937, -0.23838998833981934, -0.2211880645768347]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.61059, -0.559412, -1.908914], [1.625508, 1.290966, 0.141538], [-1.625624, -1.291109, -0.141479], [-0.610475, 0.559554, 1.908855], [3.436259, 5.148858, -1.89562], [6.043968, 3.952629, -2.549228], [3.577794, 3.982703, 0.80251], [6.185704, 2.786635, 0.148615], [-4.381653, -5.264589, 4.961142], [-2.075574, -3.439249, 4.86923], [-5.703254, -3.701058, 2.847235], [-3.396839, -1.875852, 2.755456], [-4.064835, -2.919984, 7.551046], [-2.440332, -0.874929, 8.711642]]",[-81777.59209853606],"[[-0.17433544290078673, 0.08304312977388921, 0.4390153355144167], [-0.12730443798905522, -0.01910516850088187, 0.10608315785998049], [0.1475380540051944, 0.028734875604271244, -0.1548926472310231], [0.29998943743855966, 0.11394600703896451, -0.324540349419391], [-0.0012465368059030924, -0.0421600627136483, -0.06551297880036325], [-0.058997131310260686, -0.015392606617563448, 0.09623747282975503], [-0.10122027350364751, -0.129746318851812, 0.015293351696399905], [0.0001270462476672429, -0.01214423709712733, -0.07760961446731697], [0.2902516873785561, 0.39858929257749215, 0.1664628749464945], [0.00036378908356964095, -0.2754962210444787, -0.3805489830334225], [0.12649510568971165, 0.1740399201404889, -0.1958047317775414], [-0.12515293767743849, -0.15838873239321713, 0.03316547500554596], [-0.6051130621886169, -0.6326120541016973, 0.2461404802487058], [0.32702717319018676, 0.48900871569985593, 0.09734824142992791]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[0.074401, 0.216478, -2.068167], [-1.578766, -1.340714, -0.197204], [1.578854, 1.34087, 0.197274], [-0.07449, -0.216635, 2.068098], [4.604029, -0.369152, -0.130318], [6.864024, -1.342373, 1.483242], [5.121086, -2.472255, -2.122671], [7.381081, -3.445388, -0.508735], [6.463101, 5.503622, -2.483181], [5.910248, 5.850088, 0.386075], [4.242321, 3.582771, -2.678947], [3.689593, 3.929562, 0.190474], [-3.754102, -0.610097, -2.747167], [-4.217659, 1.665585, -1.081445]]",[-81776.86522397869],"[[0.1732076535883016, 0.22983906015343225, 0.2639403400925575], [-0.18828383950754998, 0.5696554731620347, 0.5363488702261533], [-0.12108354761624314, 0.1453721555079359, 0.16547505656728423], [0.24623098312988279, -0.061998381685201186, -0.3217189220986982], [0.1486738137418741, -0.3759356500875167, 0.16444712895664323], [-0.16984099783060896, 0.14733750784804084, -0.27067231463356173], [0.18339323864385654, 0.1628413713029421, 0.11437949527096568], [-0.06740145511355934, -0.07778630077397843, -0.01469541047332365], [0.05843251674473603, -0.020983797483540807, -0.07917073774552855], [-0.3073328206484244, -0.24076049533946609, 0.01919866414778869], [0.047368981750836016, 0.1060049448586906, -0.04481402885090872], [0.033344511301792515, -0.015760536825012033, -0.016479247972368], [-0.33781563084740035, -0.8849207170793478, -1.2187575635909131], [0.29325576596853337, 0.31953831688324835, 0.697626547146305]]"
"['Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi', 'Bi']","[[-0.20153, -2.015467, 0.476436], [2.070722, -0.191666, 0.065422], [-2.070891, 0.191745, -0.065376], [0.201699, 2.015388, -0.476482], [0.298546, -1.491963, 5.118758], [1.119111, 0.264891, 7.332003], [1.118653, 0.565799, 3.181518], [1.939297, 2.322485, 5.395101], [4.511789, 2.288824, -0.086171], [4.49749, 0.263511, -2.2207], [6.981052, 1.119206, 1.006803], [6.966557, -0.906024, -1.128047], [-0.924906, 0.107401, -4.766054], [-0.869091, -1.944721, -2.777606]]",[-81777.68123727091],"[[0.6146755143384317, 0.5349445329051626, -0.041186318560902886], [-0.6147037964887996, -0.2605151659946493, -0.06596914417475025], [-0.0009269150823873049, 0.3518721166906602, 0.2954643448018015], [-0.16305425876207436, -0.22915607193309542, 0.13193484306936476], [0.03600131593850803, 0.4177015984646851, -0.05096236265250448], [0.01938394822816196, -0.13445102885445154, 0.039254195176375524], [0.22205113296187717, 0.025081551970450495, 0.3034526638842355], [-0.23547168179859387, -0.2930501804464052, -0.33925580936622085], [0.040141935880957005, -0.2894288824912191, 0.045475790031842225], [0.018547727317132317, -0.08396733902581768, 0.24209006493930268], [-0.02390362611867696, 0.07041052164641969, -0.015807999415538378], [-0.08068033608797914, 0.06646984108044365, -0.05347573564918192], [-0.2780391977392775, 0.2618678241136043, -0.3337630558101509], [0.42437520893174835, -0.44373557498871274, -0.15411457956335883]]"
